12
Point = 0
Sun    0.0   0.0   0.0
Mercury    0.3598570518147997   -0.06132511797541504   -0.03811110768962459
Venus    -0.3935053177409041   -0.6082860993904631   0.01457222641991683
Earth    0.6399698132891943   -0.7877070618569643   -0.0001395290613672816
Moon    0.6389426948529905   -0.7899640315818172   -0.0003662757237354107
Mars    -1.539835110149456   -0.5084839769168032   0.02749168618577197
Jupiter    3.737935882402422   -3.404482625593576   -0.06998286870568168
Saturn    0.8331217945090593   8.977158855359797   -0.1910914258438127
Uranus    12.98624960468523   -15.04007415793453   -0.2248622438119448
Neptune    -14.63824907100068   26.18014453286134   -0.2018990711538101
Pluto    -1.510495914511716   44.36335241929095   -4.312253665708473
1P/Halley    -10.29144691971324   6.847463467109536   -3.959568274320703
12
Point = 1
Sun    -3.1558260462476535e-06   -5.84167026887357e-06   6.480588147042893e-08
Mercury    0.3580609844542129   -0.03213698726379662   -0.035564528109662076
Venus    -0.37651478506190406   -0.6191357162715727   0.013444601145290006
Earth    0.6529416526527837   -0.7768136499870913   -0.00013716929029667716
Moon    0.6524935351101783   -0.7792673825139276   -0.00036014269250373197
Mars    -1.5348665670425123   -0.5205702369436516   0.027115933428548327
Jupiter    3.7429241803006956   -3.398547436352485   -0.07011892710988404
Saturn    0.8272628881152124   8.977657831522441   -0.19086778637414964
Uranus    12.98919686790935   -15.037686525200145   -0.22489163731178594
Neptune    -14.641006787073913   26.17863230838135   -0.20180440458601545
Pluto    -1.5127343731330598   44.362826186052494   -4.311549824475062
1P/Halley    -10.294789805294625   6.851395288554786   -3.961138229978819
12
Point = 2
Sun    -6.303181891951801e-06   -1.169163330015184e-05   1.2942523525768753e-07
Mercury    0.3540175670131526   -0.002747197708289871   -0.032794730423147886
Venus    -0.3592315736963816   -0.6295040795572441   0.012306525000751585
Earth    0.6657282950407115   -0.7657019838081774   -0.00013492617306240686
Moon    0.6658858436140943   -0.7682122515502813   -0.0003412900842593527
Mars    -1.5297913781583392   -0.5326203325856878   0.026738296582076514
Jupiter    3.7479039092693918   -3.3926044662234864   -0.07025482499319534
Saturn    0.8214036482849025   8.978153183236811   -0.19064406986711807
Uranus    12.992143640486745   -15.03529832431642   -0.2249210223179719
Neptune    -14.643764342378715   26.17711979653596   -0.2017097358045059
Pluto    -1.5149728267063327   44.36229980460437   -4.310845968834224
1P/Halley    -10.298131298262335   6.8553261836420845   -3.9627076498919322
12
Point = 3
Sun    -9.441997511356894e-06   -1.7549857052178387e-05   1.9385678618168455e-07
Mercury    0.34764342129708564   0.02666059181206073   -0.029809025877962126
Venus    -0.3416692730129767   -0.6393834015806367   0.01115888790660276
Earth    0.6783264599943709   -0.7543751215023754   -0.00013278546396576577
Moon    0.6790819215778514   -0.7568019781198573   -0.00031093043102497494
Mars    -1.5246097201674775   -0.5446333657073391   0.026358798809119136
Jupiter    3.7528750563625075   -3.386653727432951   -0.07039056201550928
Saturn    0.8155440773784909   8.978644910250782   -0.19042027641195636
Uranus    12.995089922315248   -15.032909555383696   -0.22495039882955453
Neptune    -14.646521736885244   26.175606997342495   -0.20161506481032573
Pluto    -1.5172112752238855   44.361773274943204   -4.310142098787813
1P/Halley    -10.301471399836851   6.859256152952657   -3.9642765344910655
12
Point = 4
Sun    -1.2572204796071097e-05   -2.3416305264224835e-05   2.5809970057987154e-07
Mercury    0.33886877930701786   0.05588416243122471   -0.026617491989561773
Venus    -0.3238416730524182   -0.6487662806849315   0.010002586196453476
Earth    0.6907328887420601   -0.7428360799890872   -0.00013072510987116175
Moon    0.6920462683489514   -0.7450482988032436   -0.0002709118792446828
Mars    -1.519321776439559   -0.5566084373079445   0.025977463456440284
Jupiter    3.7578376086508323   -3.38069523223103   -0.07052613783699965
Saturn    0.8096841777565636   8.979133012313925   -0.1901964060979416
Uranus    12.998035713292706   -15.030520218502332   -0.22497976684558596
Neptune    -14.649278970563664   26.17409391081829   -0.20152039160451918
Pluto    -1.5194497186780687   44.36124659706563   -4.3094382143376855
1P/Halley    -10.304810111236739   6.863185197067009   -3.965844884206598
12
Point = 5
Sun    -1.569373821238459e-05   -2.929093750009441e-05   3.2215364139569857e-07
Mercury    0.3276412817953154   0.0847030581466014   -0.023233295686901346
Venus    -0.30576275357894256   -0.6576457060285132   0.008838521919967096
Earth    0.7029443202069242   -0.7310878507769654   -0.0001287175277429706
Moon    0.7047476130136107   -0.7329700037568381   -0.00022353301244769426
Mars    -1.5139277370857007   -0.5685446475523428   0.025594314055215638
Jupiter    3.7627915532219984   -3.374728992891635   -0.0706615521181215
Saturn    0.8038239517799303   8.979617489177508   -0.18997245901438967
Uranus    13.000981013316991   -15.028130313772703   -0.2250091263651187
Neptune    -14.652036043384138   26.172580536980675   -0.20142571618813052
Pluto    -1.5216881570612317   44.360719770968274   -4.308734315485695
1P/Halley    -10.30814743367865   6.867113316564924   -3.9674126994682637
12
Point = 6
Sun    -1.8806535518173974e-05   -3.5173709318202946e-05   3.8601881848194667e-07
Mercury    0.3139301362792366   0.11287966940648024   -0.01967298747122232
Venus    -0.28744667303809496   -0.666015062077963   0.007667602144387169
Earth    0.7149574752599713   -0.7191334213380157   -0.0001267320671136312
Moon    0.7171602750615085   -0.7205911429479832   -0.00017134264790233405
Mars    -1.5084277990012165   -0.5804410958022062   0.025209374321434757
Jupiter    3.7677368771805306   -3.3687550217124165   -0.07079680451961239
Saturn    0.7979634018096221   8.980098340594498   -0.18974843525065496
Uranus    13.003925822285995   -15.025739841295202   -0.2250384773872055
Neptune    -14.654792955316832   26.171066875846986   -0.20133103856220408
